,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
63979,20080131X00125,Accident,2008-01-20,Substantial,Airplane,cessna,u206f,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,1,6,0
63980,20080225X00233,Accident,2008-01-20,Substantial,Airplane,luscombe,8e,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,6,0
63981,20080603X00773,Accident,2008-01-20,Substantial,Airplane,cessna,177b,1,Reciprocating,2,0,0,0,imc,Unknown,2008,1,6,2
63982,20080128X00108,Accident,2008-01-22,Substantial,Helicopter,robinson,r44,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,1,1,2
63983,20080307X00284,Accident,2008-01-22,Substantial,Airplane,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,1,0
63984,20080207X00144,Accident,2008-01-23,Substantial,Airplane,beech,58p,1,Reciprocating,2,0,1,0,vmc,Unknown,2008,1,2,3
63985,20080220X00220,Accident,2008-01-23,Substantial,Airplane,beech,58,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,2,0
63986,20080129X00116,Accident,2008-01-24,Substantial,Airplane,macadams,titan tornado 912,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,1,3,0
63987,20080304X00254,Incident,2008-01-24,Unknown,Airplane,cessna,c208b caravan,0,Unknown,0,0,0,0,unk,Unknown,2008,1,3,0
63988,20080210X00161,Accident,2008-01-25,Substantial,Airplane,piper,pa-28-r200,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,1,4,2
63989,20080229X00248,Accident,2008-01-25,Substantial,Airplane,cessna,172n,1,Reciprocating,0,1,0,2,vmc,Unknown,2008,1,4,1
63990,20080324X00374,Accident,2008-01-25,Substantial,Glider,schweizer,sgs 2-32,1,Unknown,0,0,0,2,vmc,Unknown,2008,1,4,0
63991,20080514X00667,Incident,2008-01-25,Unknown,Airplane,airbus,a320,1,Turbo Fan,0,0,0,107,vmc,Unknown,2008,1,4,0
63992,20080129X00115,Accident,2008-01-26,Substantial,Airplane,phillips,flite bike,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,1,5,1
63993,20080201X00130,Accident,2008-01-26,Destroyed,Helicopter,robinson helicopter,r22 beta,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,1,5,1
63994,20080304X00258,Accident,2008-01-26,Substantial,Airplane,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,5,0
63995,20080210X00160,Accident,2008-01-27,Destroyed,Airplane,unknown,free bird sportlite,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,1,6,1
63996,20080214X00195,Accident,2008-01-27,Substantial,Airplane,avid aircraft,mk-iv,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,6,0
63997,20080306X00273,Accident,2008-01-27,Substantial,Gyrocraft,james dayton,pit bull jd-3,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,6,0
63998,20080317X00317,Accident,2008-01-27,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,1,6,1
63999,20080205X00136,Accident,2008-01-28,Substantial,Airplane,piper,pa32-301ft,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,0,0
64000,20080214X00188,Accident,2008-01-28,Substantial,Airplane,cessna,150j,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,0,0
64001,20080305X00269,Accident,2008-01-28,Substantial,Airplane,cessna,177,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,1,0,0
64002,20080207X00148,Accident,2008-01-29,Substantial,Airplane,grumman,g-21a,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,1,1,2
64003,20080321X00361,Accident,2008-01-29,Substantial,Airplane,piper,j3-c65,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,1,1,2
64004,20080226X00236,Accident,2008-01-30,Substantial,Helicopter,bell,oh-58a,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2008,1,2,0
64005,20080305X00268,Accident,2008-01-30,Substantial,Airplane,"bombardier, inc.",35a,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,1,2,0
64006,20080312X00303,Accident,2008-01-30,Substantial,Airplane,airborne,redback,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,1,2,1
64007,20080321X00359,Accident,2008-01-30,Substantial,Airplane,cessna,210g,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,1,2,0
64008,20080212X00178,Incident,2008-01-31,Minor,Airplane,boeing,b757-200,0,Turbo Fan,0,6,0,140,vmc,Unknown,2008,1,3,6
64009,20080318X00326,Accident,2008-01-31,Substantial,Airplane,airindus,thorpedo t211,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,1,3,0
64010,20080322X00367,Accident,2008-01-31,Substantial,Airplane,beech,c90-1,1,Turbo Prop,0,0,0,4,imc,Unknown,2008,1,3,0
64011,20080211X00169,Accident,2008-02-01,Substantial,Airplane,raytheon aircraft company,c90a,1,Turbo Prop,6,0,0,0,imc,Unknown,2008,2,4,6
64012,20080211X00172,Accident,2008-02-01,Destroyed,Airplane,cessna,525,1,Turbo Fan,2,0,0,0,imc,Unknown,2008,2,4,2
64013,20080211X00173,Accident,2008-02-01,Substantial,Airplane,smith,zodiac 601xl,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64014,20080211X00174,Accident,2008-02-01,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64015,20080330X00398,Accident,2008-02-01,Substantial,Airplane,north american rockwell corp.,na-265-80,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,2,4,0
64016,20080206X00142,Accident,2008-02-02,Destroyed,Airplane,cirrus design corp,sr22,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,2,5,2
64017,20080211X00167,Accident,2008-02-02,Substantial,Airplane,bellanca,17-30a,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,2,5,1
64018,20080211X00171,Accident,2008-02-02,Destroyed,Airplane,kidd chris,harmon roc,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,2,5,1
64019,20080219X00209,Accident,2008-02-02,Destroyed,Airplane,cessna,340a,1,Reciprocating,4,0,0,0,imc,Unknown,2008,2,5,4
64020,20080207X00150,Accident,2008-02-03,Substantial,Airplane,kaylor j e/strahlmann r l,rv-4,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,2,6,1
64021,20080220X00214,Accident,2008-02-03,Unknown,Airplane,de havilland,dhc-8-202,1,Turbo Prop,0,1,1,20,vmc,Unknown,2008,2,6,2
64022,20080226X00235,Accident,2008-02-03,Substantial,Helicopter,robinson,r44 ii,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,6,0
64023,20080228X00244,Accident,2008-02-03,Substantial,Airplane,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64024,20080305X00264,Accident,2008-02-03,Destroyed,Airplane,kral,series 5 kitfox,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,2,6,1
64025,20080310X00290,Accident,2008-02-03,Substantial,Airplane,squier,pauper ii,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,2,6,1
64026,20081219X65255,Incident,2008-02-03,Unknown,Airplane,boeing,737,1,Turbo Fan,0,0,0,0,unk,Unknown,2008,2,6,0
64027,20080211X00168,Accident,2008-02-04,Substantial,Airplane,piper,pa-32r-301t,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,0,0
64028,20080219X00205,Accident,2008-02-05,Destroyed,Airplane,cessna,210,1,Reciprocating,1,0,0,0,imc,Unknown,2008,2,1,1
64029,20080321X00355,Accident,2008-02-05,Substantial,Airplane,swearingen,sa-226at,1,Turbo Prop,0,0,0,1,imc,Unknown,2008,2,1,0
64030,20080326X00389,Accident,2008-02-05,Substantial,Airplane,de havilland,dhc-2,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,1,0
64031,20080222X00227,Accident,2008-02-06,Substantial,Helicopter,eurocopter france,as350b2,1,Turbo Shaft,3,0,0,0,vmc,Unknown,2008,2,2,3
64032,20080306X00277,Incident,2008-02-06,Minor,Airplane,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,2,0
64033,20080324X00372,Accident,2008-02-06,Substantial,Airplane,american aviation,aa-1a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,2,0
64034,20080208X00158,Incident,2008-02-07,Minor,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,3,0
64035,20080319X00330,Accident,2008-02-07,Substantial,Airplane,cessna,c-172rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,3,0
64036,20080326X00386,Accident,2008-02-07,Substantial,Airplane,cessna,207,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,3,0
64037,20080212X00177,Accident,2008-02-08,Substantial,Airplane,wooters,lancair es,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,2,4,3
64038,20080213X00181,Accident,2008-02-08,Substantial,Helicopter,mcdonnell douglas,369e,1,Turbo Shaft,0,5,0,0,vmc,Unknown,2008,2,4,5
64039,20080213X00184,Accident,2008-02-08,Substantial,Airplane,cessna,tr182,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,4,0
64040,20080213X00185,Accident,2008-02-08,Substantial,Helicopter,hughes,oh-6,1,Turbo Shaft,0,1,0,0,vmc,Unknown,2008,2,4,1
64041,20080220X00211,Accident,2008-02-08,Substantial,Airplane,cessna,172sp,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,4,0
64042,20080222X00232,Accident,2008-02-08,Substantial,Airplane,cessna,140,1,Reciprocating,1,0,0,0,imc,Unknown,2008,2,4,1
64043,20080306X00275,Accident,2008-02-08,Substantial,Helicopter,robinson,r22 beta,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,4,0
64044,20080312X00301,Accident,2008-02-08,Substantial,Airplane,william p. crowell,genesis,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,2,4,1
64045,20080319X00331,Accident,2008-02-08,Destroyed,Helicopter,bell,206b,1,Turbo Shaft,2,0,0,0,vmc,Unknown,2008,2,4,2
64046,20080321X00356,Accident,2008-02-08,Substantial,Airplane,cessna,172rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,4,0
64047,20080321X00363,Accident,2008-02-08,Substantial,Airplane,sonex,waiex,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64048,20080324X00373,Accident,2008-02-08,Substantial,Airplane,piper,pa-44-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,4,0
64049,20080515X00669,Accident,2008-02-08,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64050,20080219X00210,Accident,2008-02-09,Substantial,Airplane,piper,pa-44-180,1,Reciprocating,0,3,0,0,vmc,Unknown,2008,2,5,3
64051,20080225X00234,Accident,2008-02-09,Substantial,Airplane,cessna,140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,5,0
64052,20080304X00255,Accident,2008-02-09,Substantial,Glider,burkhart grob,g-103a twin ii acro,1,Unknown,0,0,0,2,vmc,Unknown,2008,2,5,0
64053,20080306X00276,Accident,2008-02-09,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,2,5,0
64054,20080319X00334,Accident,2008-02-09,Substantial,Airplane,plocher,sha-glasair,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,5,0
64055,20080322X00368,Accident,2008-02-09,Substantial,Airplane,christen industries,eagle ii,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,2,5,1
64056,20080416X00494,Accident,2008-02-09,Substantial,Airplane,cessna,177rg,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,2,5,1
64057,20080213X00186,Accident,2008-02-10,Substantial,Airplane,piper,pa-28-235,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,2,6,1
64058,20080227X00239,Accident,2008-02-10,Substantial,Airplane,piper,j3c-65,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64059,20080228X00246,Accident,2008-02-10,Substantial,Airplane,cessna,p210n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64060,20080306X00278,Accident,2008-02-10,Substantial,Airplane,maule,m-7-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64061,20080321X00362,Accident,2008-02-10,Substantial,Airplane,beech,23,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64062,20080506X00615,Incident,2008-02-10,Unknown,Airplane,boeing,737-217,1,Turbo Jet,0,0,0,55,unk,Unknown,2008,2,6,0
64063,20080627X00934,Accident,2008-02-10,Substantial,Airplane,maule,m-7-260c,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64064,20080723X01110,Accident,2008-02-10,Unknown,Airplane,boeing,b737-300,1,Turbo Fan,0,0,1,72,unk,Unknown,2008,2,6,1
64065,20080227X00237,Accident,2008-02-11,Substantial,Airplane,cessna,310n,1,Reciprocating,1,0,0,0,unk,Unknown,2008,2,0,1
64066,20080509X00646,Incident,2008-02-11,Unknown,Airplane,beech,1900d,1,Turbo Prop,0,0,0,2,vmc,Unknown,2008,2,0,0
64067,20080220X00221,Accident,2008-02-12,Substantial,Airplane,beech,a45,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,1,0
64068,20081003X17550,Accident,2008-02-12,Substantial,Helicopter,bell,206l1,1,Turbo Shaft,0,0,2,0,unk,Unknown,2008,2,1,2
64069,20080214X00192,Accident,2008-02-13,Destroyed,Airplane,piper,pa-28r-200,1,Reciprocating,1,0,0,0,unk,Unknown,2008,2,2,1
64070,20080220X00215,Accident,2008-02-13,Destroyed,Airplane,piper,pa-23-250,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,2,2,1
64071,20080222X00225,Incident,2008-02-13,Minor,Airplane,boeing,737-500,1,Turbo Fan,0,0,0,39,unk,Unknown,2008,2,2,0
64072,20080222X00229,Incident,2008-02-13,Unknown,Airplane,"bombardier, inc.",cl-600,1,Turbo Fan,0,0,0,43,vmc,Unknown,2008,2,2,0
64073,20080222X00231,Accident,2008-02-13,Substantial,Airplane,cessna,425,1,Turbo Prop,0,0,0,2,vmc,Unknown,2008,2,2,0
64074,20080306X00279,Accident,2008-02-13,Substantial,Airplane,cessna,182,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,2,0
64075,20080310X00292,Accident,2008-02-13,Substantial,Airplane,beechcraft,390,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,2,2,0
64076,20080509X00645,Accident,2008-02-13,Substantial,Airplane,piper,pa-18,1,Reciprocating,2,0,0,2,vmc,Unknown,2008,2,2,2
64077,20080322X00365,Accident,2008-02-14,Substantial,Airplane,cessna,172p,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,3,0
64078,20080516X00689,Accident,2008-02-14,Substantial,Airplane,cessna,305-a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,3,0
64079,20080304X00260,Accident,2008-02-15,Unknown,Airplane,embraer,emb-145lr,1,Turbo Jet,0,0,1,52,vmc,Unknown,2008,2,4,1
64080,20080305X00266,Accident,2008-02-15,Substantial,Airplane,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64081,20080326X00388,Accident,2008-02-15,Substantial,Airplane,cessna,182k,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64082,20080221X00222,Accident,2008-02-16,Substantial,Airplane,munson,rv-6a,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,2,5,2
64083,20080222X00228,Accident,2008-02-16,Destroyed,Airplane,lancair,lc41,1,Reciprocating,1,0,0,0,imc,Unknown,2008,2,5,1
64084,20080312X00304,Accident,2008-02-16,Substantial,Gyrocraft,stephen f. graves,sg-3,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,2,5,2
64085,20080313X00310,Accident,2008-02-16,Substantial,Airplane,steven hardie,air cam,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,2,5,1
64086,20080321X00358,Accident,2008-02-16,Substantial,Airplane,cessna,150g,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,5,0
64087,20080415X00487,Accident,2008-02-16,Substantial,Airplane,clutton eric,fred s1,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,5,0
64088,20080220X00216,Accident,2008-02-17,Destroyed,Airplane,cessna,414a,1,Reciprocating,2,0,0,0,imc,Unknown,2008,2,6,2
64089,20080313X00311,Accident,2008-02-17,Substantial,Airplane,piper,pa-22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,6,0
64090,20080313X00312,Accident,2008-02-17,Substantial,Airplane,piper,pa-32-300,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,6,0
64091,20081124X34243,Accident,2008-02-17,Minor,Airplane,embraer,erj170,1,Turbo Fan,0,0,0,132,vmc,Unknown,2008,2,6,0
64092,20080221X00223,Accident,2008-02-18,Substantial,Airplane,wilson,rv-7,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,2,0,1
64093,20080228X00243,Incident,2008-02-18,Minor,Airplane,mcdonnell douglas,md-88,1,Turbo Fan,0,0,0,148,vmc,Unknown,2008,2,0,0
64094,20080319X00338,Accident,2008-02-18,Destroyed,Airplane,cessna,650,1,Turbo Fan,3,0,0,0,vmc,Unknown,2008,2,0,3
64096,20080221X00224,Incident,2008-02-19,Minor,Airplane,hawker beechcraft corp.,99,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,2,1,0
64097,20080325X00383,Accident,2008-02-19,Substantial,Airplane,cessna,140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,1,0
64098,20080326X00387,Accident,2008-02-19,Substantial,Airplane,piper,pa-30,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,1,0
64099,20080330X00399,Accident,2008-02-19,Substantial,Airplane,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,1,0
64100,20080411X00460,Accident,2008-02-19,Substantial,Airplane,aviat,a-1b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,1,0
64101,20080304X00256,Accident,2008-02-20,Destroyed,Airplane,beech,95-55,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,2,2,2
64102,20080321X00364,Accident,2008-02-20,Substantial,Airplane,raytheon,a36,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,2,0
64103,20080227X00238,Accident,2008-02-21,Substantial,Airplane,piper aircraft inc,pa-28-161,1,Reciprocating,1,0,0,0,unk,Unknown,2008,2,3,1
64104,20080306X00280,Accident,2008-02-21,Substantial,Airplane,learjet,35a,1,Turbo Jet,0,0,0,5,vmc,Unknown,2008,2,3,0
64105,20080319X00337,Accident,2008-02-21,Substantial,Airplane,christer,vans rv9-a,1,Reciprocating,0,0,1,1,vmc,Unknown,2008,2,3,1
64106,20080228X00245,Accident,2008-02-22,Substantial,Airplane,raytheon aircraft company,1900d,1,Turbo Prop,0,3,2,15,imc,Unknown,2008,2,4,5
64107,20080319X00336,Accident,2008-02-22,Substantial,Airplane,beech,a36,1,Reciprocating,2,0,0,0,imc,Unknown,2008,2,4,2
64108,20080229X00247,Accident,2008-02-23,Substantial,Airplane,cessna,210,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,2,5,1
64109,20080306X00274,Accident,2008-02-23,Substantial,Airplane,hardy,midget mustang m-1,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,5,0
64110,20080310X00289,Accident,2008-02-23,Substantial,Airplane,rans,s-4 coyote i,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,5,0
64111,20080310X00291,Accident,2008-02-23,Substantial,Airplane,cessna,140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,5,0
64112,20080413X00464,Accident,2008-02-23,Unknown,Airplane,boeing,737-700,1,Turbo Fan,0,0,1,102,imc,Unknown,2008,2,5,1
64113,20080305X00267,Incident,2008-02-24,Unknown,Airplane,boeing,737-300,1,Turbo Fan,0,6,0,136,vmc,Unknown,2008,2,6,6
64114,20080317X00321,Accident,2008-02-24,Substantial,Airplane,shaffer,kr-2,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,6,0
64115,20080318X00324,Accident,2008-02-25,Substantial,Airplane,waco,cto,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,2,0,1
64116,20080404X00432,Incident,2008-02-25,Minor,Airplane,boeing,777-2q8,1,Turbo Fan,0,0,0,403,vmc,Unknown,2008,2,0,0
64117,20080416X00489,Accident,2008-02-25,Substantial,Airplane,piper,pa 32-300,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,2,0,0
64118,20080229X00253,Accident,2008-02-26,Substantial,Airplane,bartle,lancair iv-p,1,Reciprocating,0,0,3,1,vmc,Unknown,2008,2,1,3
64119,20080312X00305,Incident,2008-02-26,Minor,Airplane,airbus industrie,a320,1,Turbo Fan,0,1,0,124,vmc,Unknown,2008,2,1,1
64120,20080403X00424,Accident,2008-02-26,Substantial,Airplane,cessna,180,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,1,0
64121,20080408X00440,Accident,2008-02-26,Substantial,Airplane,beech,a36,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,1,0
64122,20080304X00257,Accident,2008-02-27,Substantial,Airplane,cessna,210l,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,2,0
64123,20080306X00281,Accident,2008-02-27,Substantial,Airplane,cessna,170b,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,2,2,1
64124,20080319X00339,Accident,2008-02-27,Destroyed,Airplane,cessna,210m,1,Reciprocating,6,0,0,0,vmc,Unknown,2008,2,2,6
64125,20080324X00370,Accident,2008-02-27,Substantial,Airplane,cessna,177b,1,Reciprocating,0,2,1,0,vmc,Unknown,2008,2,2,3
64126,20080430X00565,Accident,2008-02-27,Substantial,Airplane,piper,pa-44-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,2,2,0
64127,20080305X00271,Accident,2008-02-28,Destroyed,Airplane,mooney,m20c,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,2,3,3
64128,20080409X00444,Accident,2008-02-28,Substantial,Airplane,piper,pa-34-200,1,Reciprocating,0,0,0,0,vmc,Unknown,2008,2,3,0
64129,20080414X00468,Accident,2008-02-28,Substantial,Airplane,beech,b-55,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,3,0
64130,20080407X00435,Accident,2008-02-29,Substantial,Airplane,cessna,170b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64131,20080416X00495,Accident,2008-02-29,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,2,4,0
64132,20080430X00566,Accident,2008-02-29,Substantial,Helicopter,schweizer,269c,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,2,4,1
64133,20080305X00265,Accident,2008-03-01,Destroyed,Airplane,ulrich christen,velocity xl rg,1,Reciprocating,3,0,1,0,vmc,Unknown,2008,3,5,4
64134,20080307X00283,Incident,2008-03-01,Minor,Airplane,boeing,737-3h4,1,Turbo Fan,0,0,0,244,imc,Unknown,2008,3,5,0
64135,20080320X00346,Accident,2008-03-01,Substantial,Airplane,diamond aircraft industries,da 20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,5,0
64136,20080401X00406,Accident,2008-03-01,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,3,5,0
64137,20080305X00263,Accident,2008-03-02,Destroyed,Airplane,cirrus design corporation,sr-22,1,Reciprocating,4,0,0,0,vmc,Unknown,2008,3,6,4
64138,20080321X00353,Accident,2008-03-02,Substantial,Airplane,cessna,172sp,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,0
64139,20080322X00366,Accident,2008-03-02,Substantial,Airplane,cessna,140,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,0
64140,20080331X00402,Accident,2008-03-02,Substantial,Airplane,piper,pa-22-135,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,0
64141,20080404X00429,Accident,2008-03-02,Substantial,Airplane,great lakes,2t-1a-2,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,0
64142,20080413X00463,Accident,2008-03-02,Substantial,Airplane,cessna,182q,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,0
64143,20080416X00490,Accident,2008-03-02,Substantial,Airplane,piper,pa-38-112,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,0
64144,20080716X01057,Accident,2008-03-02,Substantial,Airplane,north american,t-28d,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,0
64145,20080812X01232,Accident,2008-03-02,Destroyed,Helicopter,robinson,r-44 ii,1,Reciprocating,2,0,0,0,unk,Unknown,2008,3,6,2
64146,20080305X00272,Accident,2008-03-03,Substantial,Airplane,raytheon aircraft company,b36tc,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,3,0,2
64147,20080318X00325,Accident,2008-03-03,Substantial,Airplane,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,0,0
64148,20080404X00430,Accident,2008-03-03,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,0,0
64149,20080417X00506,Accident,2008-03-03,Substantial,Airplane,morrison,vans rv-8,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,0,0
64150,20080506X00616,Incident,2008-03-03,Unknown,Airplane,boeing,737-217,1,Turbo Jet,0,0,0,54,unk,Unknown,2008,3,0,0
64151,20080311X00297,Accident,2008-03-04,Destroyed,Airplane,cessna,500,1,Turbo Jet,5,0,0,0,vmc,Unknown,2008,3,1,5
64152,20080314X00314,Accident,2008-03-04,Substantial,Helicopter,bell,206l,1,Turbo Shaft,0,2,0,0,vmc,Unknown,2008,3,1,2
64153,20080318X00322,Accident,2008-03-04,Substantial,Helicopter,eurocopter france,as350b1,1,Turbo Shaft,0,0,0,2,vmc,Unknown,2008,3,1,0
64154,20080418X00518,Accident,2008-03-04,Substantial,Helicopter,robinson,r-22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,1,0
64155,20080610X00818,Accident,2008-03-04,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,1,0
64156,20080320X00343,Accident,2008-03-05,Substantial,Airplane,piper,pa-28r-200,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,2,0
64157,20080327X00392,Accident,2008-03-05,Substantial,Airplane,cessna,185,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,3,2,0
