,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
64938,20080718X01076,Accident,2008-07-16,Destroyed,Airplane,cessna,441,1,Turbo Prop,1,0,0,0,vmc,Unknown,2008,7,2,1
64939,20080810X01196,Accident,2008-07-16,Substantial,Airplane,cessna,172 n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,2,0
64940,20080811X01204,Accident,2008-07-16,Substantial,Glider,ams flight,carat a,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,2,1
64941,20080904X01373,Accident,2008-07-16,Substantial,Airplane,cessna,tr182,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,2,0
64942,20081004X12036,Accident,2008-07-16,Substantial,Airplane,evektor-aerotechnik as,sportstar,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,2,0
64943,20080723X01105,Incident,2008-07-17,Minor,Airplane,eclipse aviation corporation,ea500,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,7,3,0
64944,20080806X01164,Accident,2008-07-17,Substantial,Airplane,holmes arthur orman,kitfox iv,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
64945,20080806X01167,Accident,2008-07-17,Substantial,Airplane,beech,a-36,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,7,3,3
64946,20080905X01389,Accident,2008-07-17,Substantial,Airplane,beech,65-a80,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
64947,20080912X01441,Accident,2008-07-17,Substantial,Airplane,cessna,t210m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,3,0
64948,20081007X05237,Accident,2008-07-17,Substantial,Airplane,piper,pa-30,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,7,3,0
64949,20080722X01100,Accident,2008-07-18,Substantial,Airplane,sport flight,talon xp,1,Reciprocating,0,0,1,1,vmc,Unknown,2008,7,4,1
64950,20080804X01147,Accident,2008-07-18,Substantial,Airplane,"nichols rans, inc.",s-14,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,7,4,1
64951,20080811X01202,Accident,2008-07-18,Substantial,Airplane,grumman,g-164a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,4,0
64952,20080905X01392,Accident,2008-07-18,Substantial,Airplane,rockwell,s2r,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,4,0
64953,20080911X01432,Accident,2008-07-18,Substantial,Airplane,eagle aircraft co.,eagle dw-1,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,4,0
64954,20080721X01092,Accident,2008-07-19,Destroyed,Airplane,piper,pa-22,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,7,5,3
64955,20080722X01097,Accident,2008-07-19,Destroyed,Airplane,aerotek,pitts s-2a,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,7,5,1
64956,20080728X01119,Accident,2008-07-19,Substantial,Helicopter,sikorsky,s92a,0,Unknown,0,14,2,0,unk,Unknown,2008,7,5,16
64957,20080731X01133,Accident,2008-07-19,Destroyed,Helicopter,hughes,369d,1,Turbo Shaft,3,0,0,0,vmc,Unknown,2008,7,5,3
64958,20080808X01186,Accident,2008-07-19,Substantial,Helicopter,sikorsky,s-61n,1,Turbo Shaft,0,0,0,13,vmc,Unknown,2008,7,5,0
64959,20080822X01294,Accident,2008-07-19,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,5,0
64960,20080826X01329,Accident,2008-07-19,Substantial,Airplane,indy aircraft ltd,t-bird ii,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,5,1
64961,20080903X01368,Accident,2008-07-19,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,1,3,vmc,Unknown,2008,7,5,1
64962,20080904X01380,Accident,2008-07-19,Substantial,Airplane,aeronca,7ac,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,7,5,2
64963,20080908X01413,Accident,2008-07-19,Unknown,Balloon,firefly,7-15,1,Unknown,0,0,1,2,vmc,Unknown,2008,7,5,1
64964,20081003X17532,Accident,2008-07-19,Substantial,Airplane,piper,pa-22-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,5,0
64965,20090211X92091,Accident,2008-07-19,Substantial,Helicopter,buschmann robert e,helicycle,1,Turbo Shaft,0,1,0,0,vmc,Unknown,2008,7,5,1
64966,20080722X01098,Accident,2008-07-20,Destroyed,Airplane,air tractor,at-402b,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,7,6,1
64967,20080801X01140,Accident,2008-07-20,Substantial,Airplane,cessna,180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,6,0
64968,20080801X01144,Accident,2008-07-20,Minor,Airplane,extra flugzeugproduktions-und,ea 300/l,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,6,0
64969,20080804X01151,Accident,2008-07-20,Substantial,Airplane,aero sp z o o (gobosh),at-4 lsa,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,6,0
64970,20081003X17533,Accident,2008-07-20,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,6,0
64971,20080728X01118,Incident,2008-07-21,Unknown,Airplane,learjet,60,1,Reciprocating,0,0,0,50,vmc,Unknown,2008,7,0,0
64972,20080728X01120,Accident,2008-07-21,Substantial,Airplane,czech aircraft works,sport cruiser,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,7,0,1
64973,20080731X01134,Accident,2008-07-21,Substantial,Airplane,beech,a200,1,Turbo Prop,0,0,0,2,vmc,Unknown,2008,7,0,0
64974,20080801X01138,Accident,2008-07-21,Substantial,Glider,let,blanik l-13,1,Unknown,0,1,0,0,vmc,Unknown,2008,7,0,1
64975,20080810X01201,Accident,2008-07-21,Substantial,Airplane,maule,mt-7-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
64976,20080813X01237,Incident,2008-07-21,Minor,Helicopter,md helicopters inc,md 902,1,Turbo Shaft,0,0,0,3,vmc,Unknown,2008,7,0,0
64977,20080916X01471,Accident,2008-07-21,Substantial,Airplane,grumman,g-164d,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,0,1
64978,20081003X17536,Accident,2008-07-21,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
64979,20081007X10536,Accident,2008-07-21,Substantial,Airplane,piper,pa-36-285,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
64980,20080731X01137,Accident,2008-07-22,Substantial,Airplane,dehavilland,dhc-3,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,1,0
64981,20080804X01149,Accident,2008-07-22,Substantial,Airplane,grumman,164a,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,1,1
64982,20080805X01159,Accident,2008-07-22,Substantial,Airplane,cessna,172m,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,7,1,2
64983,20080810X01197,Accident,2008-07-22,Substantial,Airplane,cessna,402b,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,1,1
64984,20080810X01198,Accident,2008-07-22,Substantial,Airplane,carrithers carl l,vp1,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,1,1
64985,20080821X01282,Accident,2008-07-22,Substantial,Weight-Shift,antares - balaban,ma33,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,1,0
64986,20080826X01324,Accident,2008-07-22,Substantial,Airplane,american aviation,aa-1a,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,1,1
64987,20080729X01125,Accident,2008-07-23,Substantial,Airplane,beech,35-c33a,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,2,0
64988,20080729X01126,Accident,2008-07-23,Destroyed,Glider,schempp-hirth,ventus a,1,Unknown,1,0,0,0,vmc,Unknown,2008,7,2,1
64989,20080805X01160,Accident,2008-07-23,Substantial,Glider,glaser-dirks flugzeugbau,dg-100g,0,Unknown,0,0,0,1,vmc,Unknown,2008,7,2,0
64990,20080822X01288,Accident,2008-07-23,Substantial,Airplane,piper,pa-28-235,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,7,2,1
64991,20080826X01323,Accident,2008-07-23,Substantial,Airplane,ercoupe,415-g,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,7,2,2
64992,20080826X01325,Accident,2008-07-23,Substantial,Airplane,howell,fw2c80tr,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,7,2,1
64993,20080826X01326,Accident,2008-07-23,Substantial,Helicopter,enstrom,f28f,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,2,0
64994,20081219X65315,Incident,2008-07-23,Unknown,Airplane,boeing,737,1,Turbo Fan,0,0,0,0,unk,Unknown,2008,7,2,0
64995,20080729X01123,Incident,2008-07-24,Minor,Airplane,airbus industrie,a319-114,1,Turbo Fan,0,0,0,99,vmc,Unknown,2008,7,3,0
64996,20080801X01142,Accident,2008-07-24,Destroyed,Airplane,cessna,a185f,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,7,3,2
64997,20080804X01148,Accident,2008-07-24,Substantial,Airplane,marshall james j,cozy mk iv,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,7,3,1
64998,20080808X01192,Accident,2008-07-24,Minor,Helicopter,bell,47g-4a,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,7,3,1
64999,20080815X01254,Accident,2008-07-24,Substantial,Airplane,mooney,m20k,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
65000,20080826X01321,Accident,2008-07-24,Substantial,Airplane,tuth,rv-3,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,3,1
65001,20080905X01388,Accident,2008-07-24,Substantial,Helicopter,bell,47g-3b-2,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
65002,20080905X01390,Accident,2008-07-24,Substantial,Airplane,ayres corporation,s2r-t34,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,7,3,0
65003,20080804X01150,Accident,2008-07-25,Substantial,Helicopter,robinson,r22,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,4,0
65004,20080805X01157,Accident,2008-07-25,Substantial,Airplane,boeing,747-400,1,Turbo Fan,0,0,0,365,unk,Unknown,2008,7,4,0
65005,20080811X01203,Accident,2008-07-25,Substantial,Airplane,grumman,g-164a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,4,0
65006,20080903X01371,Accident,2008-07-25,Substantial,Airplane,cessna,150g,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,7,4,1
65007,20080731X01135,Accident,2008-07-26,Substantial,Airplane,cessna,172,1,Reciprocating,0,2,1,0,vmc,Unknown,2008,7,5,3
65008,20080808X01182,Accident,2008-07-26,Substantial,Airplane,evektor-aerotechnik as,sportstar,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,5,0
65009,20080815X01248,Accident,2008-07-26,Substantial,Airplane,ercoupe,415-c,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,5,0
65010,20080821X01284,Accident,2008-07-26,Destroyed,Airplane,cirrus design corp.,sr22,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,7,5,2
65011,20080822X01289,Accident,2008-07-26,Substantial,Airplane,air tractor inc.,at-301,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,7,5,0
65012,20080827X01336,Accident,2008-07-26,Substantial,Airplane,air tractor,at-401,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,5,1
65013,20080829X01355,Accident,2008-07-26,Substantial,Airplane,cessna,172s,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,7,5,1
65014,20080905X01400,Accident,2008-07-26,Substantial,Airplane,cessna,182n,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,5,0
65015,20081003X42119,Accident,2008-07-26,Substantial,Powered Parachute,buckeye,breeze,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,7,5,2
65016,20081004X12059,Accident,2008-07-26,Substantial,Airplane,piper,pa-12,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,5,1
65017,20090127X94610,Accident,2008-07-26,Substantial,Airplane,grimes barry r,chinook plus two,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,5,0
65018,20080731X01132,Accident,2008-07-27,Substantial,Airplane,cessna,172n,1,Reciprocating,3,0,0,0,imc,Unknown,2008,7,6,3
65019,20080808X01193,Accident,2008-07-27,Substantial,Airplane,bolenbaugh phillip william,rans s-6es,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,7,6,1
65020,20080821X01283,Accident,2008-07-27,Substantial,Airplane,bellanca,7gcbc,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,6,0
65021,20080909X01420,Accident,2008-07-27,Substantial,Airplane,curtiss-wright,12q,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,6,0
65022,20090212X16303,Accident,2008-07-27,Destroyed,Helicopter,sands thomas e,rotorway 162,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,6,1
65023,20080729X01124,Incident,2008-07-28,Substantial,Airplane,raytheon company,cobra,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
65024,20080812X01227,Accident,2008-07-28,Substantial,Airplane,cessna,180g,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,0,0
65025,20080814X01245,Accident,2008-07-28,Substantial,Airplane,evektor-aerotechnik as,sportstar,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,0,0
65026,20080827X01337,Accident,2008-07-28,Substantial,Airplane,cessna,t188c,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
65027,20080905X01393,Accident,2008-07-28,Substantial,Airplane,cessna,150m,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,0,0
65028,20080909X01422,Accident,2008-07-28,Substantial,Airplane,cessna,t206h,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,7,0,0
65029,20080911X01431,Accident,2008-07-28,Substantial,Airplane,grumman,g-164a,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,7,0,0
65030,20080806X01169,Accident,2008-07-29,Substantial,Airplane,cessna,207,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,1,0
65031,20080810X01199,Accident,2008-07-29,Substantial,Airplane,piper,pa-23,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,7,1,2
65032,20080812X01218,Incident,2008-07-29,Unknown,Airplane,saab-scania ab (saab),saab 340b,1,Turbo Prop,0,0,0,9,vmc,Unknown,2008,7,1,0
65033,20080822X01295,Accident,2008-07-29,Substantial,Airplane,wsl pzl,mielec,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,7,1,1
65034,20080903X01367,Accident,2008-07-29,Substantial,Airplane,north american,p-51d,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,1,0
65035,20081003X41450,Accident,2008-07-29,Substantial,Airplane,kolb,mark ii,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,7,1,2
65036,20081004X11120,Accident,2008-07-29,Unknown,Airplane,boeing,767 - 200,0,Unknown,0,0,0,0,unk,Unknown,2008,7,1,0
65037,20080807X01174,Accident,2008-07-30,Substantial,Airplane,eclipse aviation corporation,ea500,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,7,2,0
65038,20080905X01394,Accident,2008-07-30,Substantial,Airplane,bristol,titan tornado ii,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,2,0
65039,20080905X01395,Accident,2008-07-30,Substantial,Airplane,fowler,sx300,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,2,0
65040,20080905X01402,Accident,2008-07-30,Substantial,Airplane,piper,pa-22,1,Reciprocating,0,3,0,0,vmc,Unknown,2008,7,2,3
65041,20081003X17545,Accident,2008-07-30,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,7,2,0
65042,20081219X16537,Incident,2008-07-30,Minor,Airplane,boeing,777,1,Turbo Fan,0,0,0,0,unk,Unknown,2008,7,2,0
65043,20080805X01156,Accident,2008-07-31,Substantial,Airplane,cessna,tu206e,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
65044,20080806X01166,Accident,2008-07-31,Destroyed,Airplane,raytheon corporate jets,bae 125-800a,1,Turbo Fan,8,0,0,0,vmc,Unknown,2008,7,3,8
65045,20080812X01224,Accident,2008-07-31,Substantial,Airplane,moser georg,lancair legacy fg,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,7,3,2
65046,20080822X01291,Accident,2008-07-31,Destroyed,Balloon,"head balloons, inc.",ax9-118,1,Unknown,0,0,0,3,vmc,Unknown,2008,7,3,0
65047,20080825X01308,Accident,2008-07-31,Substantial,Airplane,morris george,velocity 173rg,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,7,3,2
65048,20080902X01357,Accident,2008-07-31,Substantial,Airplane,aero commander,200d,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,7,3,1
65049,20080912X01442,Accident,2008-07-31,Substantial,Gyrocraft,groom,sparrow hawk,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
65050,20081003X17542,Accident,2008-07-31,Substantial,Airplane,piper,pa-22,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,7,3,0
65051,20081219X16538,Accident,2008-07-31,Destroyed,Helicopter,eurocopter,ec135,1,Turbo Shaft,2,1,1,1,unk,Unknown,2008,7,3,4
65052,20080811X01208,Accident,2008-08-01,Destroyed,Airplane,long,lancair es,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,4,2
65053,20080812X01234,Accident,2008-08-01,Substantial,Airplane,diamond,da-20-c1,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,4,2
65054,20080813X01235,Accident,2008-08-01,Substantial,Airplane,piper,pa-44-180,1,Reciprocating,2,0,0,0,unk,Unknown,2008,8,4,2
65055,20080825X01297,Accident,2008-08-01,Substantial,Airplane,piper,pa-12,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,4,1
65056,20080826X01327,Accident,2008-08-01,Substantial,Airplane,weatherly,201b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65057,20080827X01335,Accident,2008-08-01,Substantial,Airplane,prendergast,rv-7a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65058,20080905X01396,Accident,2008-08-01,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65059,20081003X42120,Accident,2008-08-01,Substantial,Airplane,cubcrafter,cc11-100,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65060,20080806X01170,Accident,2008-08-02,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65061,20080806X01171,Accident,2008-08-02,Substantial,Airplane,cessna,t210,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,8,5,1
65062,20080808X01187,Accident,2008-08-02,Substantial,Airplane,piper,pa-28r-200,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,8,5,0
65063,20080811X01206,Accident,2008-08-02,Destroyed,Airplane,learjet,35a,1,Turbo Fan,0,0,0,6,vmc,Unknown,2008,8,5,0
65064,20080811X01215,Accident,2008-08-02,Substantial,Glider,schweizer,sgs 2-33a,1,Unknown,0,0,0,3,vmc,Unknown,2008,8,5,0
65065,20080814X01246,Accident,2008-08-02,Substantial,Airplane,cessna,172rg,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,5,2
65066,20080822X01293,Accident,2008-08-02,Substantial,Helicopter,eurocopter,as-350-b3,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2008,8,5,0
65067,20080827X01338,Accident,2008-08-02,Substantial,Airplane,ercoupe (eng & research corp.),415-c,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,5,1
65068,20080827X01339,Accident,2008-08-02,Substantial,Airplane,piper,pa-25-235,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,5,1
65069,20080903X01366,Accident,2008-08-02,Minor,Helicopter,mcdonnell douglas,md-902,0,Unknown,0,0,0,3,vmc,Unknown,2008,8,5,0
65070,20080905X01399,Accident,2008-08-02,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,5,1
65071,20080911X01430,Accident,2008-08-02,Substantial,Airplane,beech,h35,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65072,20080911X01434,Accident,2008-08-02,Substantial,Airplane,powrachute,pc 2000,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,8,5,2
65073,20081003X17547,Accident,2008-08-02,Substantial,Airplane,air creation,clipper 912,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65074,20081003X17825,Accident,2008-08-02,Substantial,Airplane,cessna,182l,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,5,1
65075,20081003X42118,Accident,2008-08-02,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65076,20080810X01200,Accident,2008-08-03,Substantial,Airplane,piper,pa-32rt-300t,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,6,2
65077,20080812X01226,Accident,2008-08-03,Substantial,Airplane,beech,65-a90,1,Turbo Prop,0,4,4,0,vmc,Unknown,2008,8,6,8
65078,20080820X01262,Accident,2008-08-03,Substantial,Airplane,osborne,challenger ii,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,8,6,2
65079,20080820X01264,Accident,2008-08-03,Substantial,Airplane,cessna,550,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,8,6,0
65080,20080822X01292,Accident,2008-08-03,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,8,6,2
65081,20080905X01403,Accident,2008-08-03,Substantial,Airplane,piper,pa-20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65082,20080913X01447,Accident,2008-08-03,Substantial,Glider,schweizer,sgs 2-33a,1,Unknown,0,0,0,1,vmc,Unknown,2008,8,6,0
65083,20080923X01520,Accident,2008-08-03,Substantial,Airplane,cessna,172m,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,6,1
65084,20081003X42121,Accident,2008-08-03,Destroyed,Airplane,beech,c23,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65085,20081006X71114,Accident,2008-08-03,Substantial,Airplane,piper,pa32,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65086,20081217X32643,Accident,2008-08-03,Substantial,Airplane,grumman,g-21a,1,Reciprocating,5,1,1,0,unk,Unknown,2008,8,6,7
65087,20080808X01194,Accident,2008-08-04,Destroyed,Airplane,cessna,172k,1,Reciprocating,2,0,0,0,imc,Unknown,2008,8,0,2
65088,20080812X01219,Accident,2008-08-04,Substantial,Airplane,piper,pa-31-350,1,Reciprocating,0,2,1,5,vmc,Unknown,2008,8,0,3
65089,20080826X01315,Accident,2008-08-04,Substantial,Airplane,piper aircraft,pa-32r-301,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,0,0
65090,20080826X01328,Accident,2008-08-04,Substantial,Airplane,cessna,150l,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,0,1
65091,20080826X01332,Accident,2008-08-04,Substantial,Airplane,de havilland,beaver dhc-2 mk.1,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,0,0
65092,20080912X01444,Accident,2008-08-04,Substantial,Airplane,collard,dragonfly,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,0,1
65093,20080812X01222,Accident,2008-08-05,Substantial,Airplane,piper,pa-12,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,1,2
65094,20080812X01233,Accident,2008-08-05,Substantial,Airplane,beech,b35,1,Reciprocating,0,0,1,1,vmc,Unknown,2008,8,1,1
65095,20080814X01239,Accident,2008-08-05,Substantial,Airplane,flynn van,munk,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,8,1,2
65096,20080826X01312,Accident,2008-08-05,Substantial,Weight-Shift,gt ultralights,airborne edge x,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,8,1,2
65097,20080826X01322,Accident,2008-08-05,Substantial,Helicopter,robinson,r22 beta,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,1,0
65098,20080919X01504,Accident,2008-08-05,Substantial,Airplane,air tractor,301,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,1,0
65099,20080922X01510,Accident,2008-08-05,Substantial,Airplane,evektor aerotechnik as,sportstar,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,1,0
65100,20080812X01220,Accident,2008-08-06,Substantial,Airplane,piper,pa-18,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65101,20080812X01228,Accident,2008-08-06,Substantial,Helicopter,hughes,369d,1,Turbo Shaft,3,0,0,0,unk,Unknown,2008,8,2,3
65102,20080820X01266,Accident,2008-08-06,Destroyed,Helicopter,sikorsky,s-61n,1,Turbo Shaft,9,0,4,0,vmc,Unknown,2008,8,2,13
65103,20080826X01313,Accident,2008-08-06,Substantial,Helicopter,enstrom,280fx,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,2,0
65104,20080827X01340,Accident,2008-08-06,Substantial,Airplane,cessna,182d,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,2,0
65105,20080905X01386,Accident,2008-08-06,Substantial,Airplane,beech,c23,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,2,0
65106,20080913X01448,Accident,2008-08-06,Substantial,Airplane,ouzts rodney,rutan-longez,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65107,20081003X16340,Incident,2008-08-06,Unknown,Airplane,boeing,757,1,Turbo Fan,0,0,0,170,vmc,Unknown,2008,8,2,0
65108,20081003X65748,Accident,2008-08-06,Substantial,Airplane,grumman,g-164a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65109,20080812X01221,Accident,2008-08-07,Substantial,Airplane,piper,pa-18,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65110,20080828X01349,Accident,2008-08-07,Substantial,Airplane,lyons,navajo hks,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,8,3,2
65111,20080828X01350,Accident,2008-08-07,Substantial,Airplane,cosmos,phase ii,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,3,1
65112,20080902X01358,Accident,2008-08-07,Substantial,Airplane,grumman-schweizer,g-164b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65113,20080917X01483,Accident,2008-08-07,Substantial,Airplane,falk,zodiac hds-601,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,3,1
65114,20080818X01257,Accident,2008-08-08,Substantial,Airplane,piper,pa-28-181,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,8,4,3
65115,20080821X01272,Accident,2008-08-08,Substantial,Airplane,cessna,172s,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,4,1
65116,20080914X01457,Accident,2008-08-08,Substantial,Airplane,boeing,e75,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,4,0
65117,20080916X01470,Accident,2008-08-08,Substantial,Airplane,schweizer,g-164a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65118,20080812X01231,Accident,2008-08-09,Substantial,Airplane,cessna,180k,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,5,2
65119,20080814X01240,Accident,2008-08-09,Substantial,Glider,schempp-hirth,ventus 2a,1,Unknown,0,0,1,1,vmc,Unknown,2008,8,5,1
