investigation_type,event_date,aircraft_damage,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,make_top,make_type,total_onboard,fatal_percentage,minor_injuries_percentage
Accident,2015-10-03,Destroyed,piper,pa-31-325,2,Reciprocating,2,1,0,0,vmc,Unknown,2015,10,5,piper,private,3,66.66666666666666,0.0
Accident,2015-10-03,Substantial,cessna,tu206g,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,10,5,cessna,private,1,0.0,100.0
Accident,2015-10-03,Substantial,cessna,172b,1,Reciprocating,0,0,1,1,vmc,Unknown,2015,10,5,cessna,private,2,0.0,50.0
Accident,2015-10-05,Destroyed,cessna,152,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,10,0,cessna,private,2,100.0,0.0
Accident,2015-10-05,Substantial,cessna,150,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,10,0,cessna,private,1,0.0,100.0
Accident,2015-10-06,Destroyed,beech,p35,1,Reciprocating,1,0,0,0,imc,Unknown,2015,10,1,beechcraft,private,1,100.0,0.0
Accident,2015-10-06,Substantial,beech,58,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,1,beechcraft,private,1,0.0,0.0
Accident,2015-10-06,Substantial,embraer,emb721c,1,Reciprocating,1,0,0,2,vmc,Unknown,2015,10,1,embraer,commercial,3,33.33333333333333,0.0
Accident,2015-10-06,Substantial,beech,a36,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,10,1,beechcraft,private,4,0.0,0.0
Accident,2015-10-06,Destroyed,piper,pa-28r-200,1,Reciprocating,2,0,0,0,unk,Unknown,2015,10,1,piper,private,2,100.0,0.0
Accident,2015-10-07,Substantial,beech,s35,1,Reciprocating,0,0,2,0,imc,Unknown,2015,10,2,beechcraft,private,2,0.0,100.0
Accident,2015-10-07,Substantial,piper,pa28,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,10,2,piper,private,1,0.0,100.0
Accident,2015-10-07,Substantial,piper,pa,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,2,piper,private,1,0.0,0.0
Accident,2015-10-08,Destroyed,cessna,182,1,Reciprocating,3,0,0,0,vmc,Unknown,2015,10,3,cessna,private,3,100.0,0.0
Accident,2015-10-08,Substantial,piper,pa 38-112,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,10,3,piper,private,1,100.0,0.0
Accident,2015-10-08,Substantial,cessna,150f,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,10,3,cessna,private,1,100.0,0.0
Accident,2015-10-08,Substantial,cessna,177rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,3,cessna,private,2,0.0,0.0
Accident,2015-10-09,Unknown,boeing,737 3h4,2,Turbo Fan,0,0,1,147,unk,Unknown,2015,10,4,boeing,commercial,148,0.0,0.6756756756756757
Accident,2015-10-10,Substantial,piper,pa28r,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,10,5,piper,private,2,0.0,100.0
Accident,2015-10-10,Substantial,cessna,172s,1,Reciprocating,1,0,2,0,vmc,Unknown,2015,10,5,cessna,private,3,33.33333333333333,66.66666666666666
Accident,2015-10-10,Substantial,cessna,310j,2,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,5,cessna,private,2,0.0,0.0
Accident,2015-10-11,Destroyed,beech,g35,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,10,6,beechcraft,private,2,100.0,0.0
Accident,2015-10-11,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,6,cessna,private,1,0.0,0.0
Accident,2015-10-11,Substantial,piper,pa 46-350p,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,10,6,piper,private,4,0.0,0.0
Accident,2015-10-12,Substantial,beechcraft,a36,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,0,beechcraft,private,1,0.0,0.0
Accident,2015-10-12,Substantial,beech,f33,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,10,0,beechcraft,private,3,0.0,0.0
Accident,2015-10-12,Substantial,cessna,182r,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,0,cessna,private,1,0.0,0.0
Accident,2015-10-13,Substantial,cessna,t210k,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,1,cessna,private,1,0.0,0.0
Accident,2015-10-13,Substantial,beech,g35,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,10,1,beechcraft,private,2,100.0,0.0
Accident,2015-10-13,Substantial,piper,pa-32rt-300t,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,10,1,piper,private,3,0.0,0.0
Accident,2015-10-13,Destroyed,piper,pa 28-180,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,10,1,piper,private,1,100.0,0.0
Accident,2015-10-14,Destroyed,cessna,421b,2,Reciprocating,2,0,0,0,vmc,Unknown,2015,10,2,cessna,private,2,100.0,0.0
Accident,2015-10-14,Destroyed,cessna,208b,1,Turbo Prop,3,0,0,0,unk,Unknown,2015,10,2,cessna,private,3,100.0,0.0
Accident,2015-10-14,Substantial,cessna,195a,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,2,cessna,private,2,0.0,0.0
Accident,2015-10-14,Substantial,cessna,421,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,2,cessna,private,1,0.0,0.0
Accident,2015-10-16,Substantial,piper,pa 18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,4,piper,private,2,0.0,0.0
Accident,2015-10-16,Unknown,cessna,207,1,Reciprocating,2,0,0,0,unk,Unknown,2015,10,4,cessna,private,2,100.0,0.0
Accident,2015-10-17,Destroyed,piper,pa 28r-180,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,10,5,piper,private,2,100.0,0.0
Accident,2015-10-17,Substantial,cessna,120,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,5,cessna,private,1,0.0,0.0
Accident,2015-10-17,Substantial,cessna,r182,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,5,cessna,private,2,0.0,0.0
Accident,2015-10-18,Substantial,cessna,172,1,Reciprocating,0,1,0,2,vmc,Unknown,2015,10,6,cessna,private,3,0.0,0.0
Accident,2015-10-18,Substantial,beech,23,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,6,beechcraft,private,2,0.0,0.0
Accident,2015-10-18,Substantial,beech,60,2,Reciprocating,4,0,0,0,vmc,Unknown,2015,10,6,beechcraft,private,4,100.0,0.0
Accident,2015-10-19,Substantial,cessna,180h,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,0,cessna,private,2,0.0,0.0
Accident,2015-10-20,Substantial,cessna,140,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,10,1,cessna,private,1,0.0,100.0
Incident,2015-10-20,Minor,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,10,1,boeing,commercial,0,,
Accident,2015-10-21,Unknown,boeing,757 223,2,Turbo Fan,0,0,1,166,unk,Unknown,2015,10,2,boeing,commercial,167,0.0,0.5988023952095809
Accident,2015-10-22,Destroyed,cessna,150h,1,Reciprocating,2,0,0,0,unk,Unknown,2015,10,3,cessna,private,2,100.0,0.0
Accident,2015-10-23,Substantial,cessna,310c,2,Reciprocating,0,0,0,3,vmc,Unknown,2015,10,4,cessna,private,3,0.0,0.0
Accident,2015-10-23,Substantial,piper,pa-32-260,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,4,piper,private,2,0.0,0.0
Accident,2015-10-23,Substantial,cessna,150,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,4,cessna,private,2,0.0,0.0
Accident,2015-10-23,Substantial,cessna,182j,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,10,4,cessna,private,4,0.0,0.0
Incident,2015-10-23,Substantial,boeing,737,2,Turbo Fan,0,0,0,133,unk,Unknown,2015,10,4,boeing,commercial,133,0.0,0.0
Accident,2015-10-24,Substantial,cessna,a188a,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,5,cessna,private,1,0.0,0.0
Accident,2015-10-24,Substantial,piper,pa 28-235,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,5,piper,private,2,0.0,0.0
Accident,2015-10-24,Unknown,boeing,737-924er,2,Turbo Fan,0,1,1,183,vmc,Unknown,2015,10,5,boeing,commercial,185,0.0,0.5405405405405406
Accident,2015-10-24,Substantial,cessna,120,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,5,cessna,private,1,0.0,0.0
Accident,2015-10-24,Substantial,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,5,piper,private,1,0.0,0.0
Accident,2015-10-26,Substantial,piper,pa31,2,Reciprocating,1,1,0,1,vmc,Unknown,2015,10,0,piper,private,3,33.33333333333333,0.0
Accident,2015-10-26,Substantial,cessna,150m,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,10,0,cessna,private,2,0.0,0.0
Accident,2015-10-26,Substantial,boeing,737,2,Turbo Fan,0,0,0,102,unk,Unknown,2015,10,0,boeing,commercial,102,0.0,0.0
Accident,2015-10-29,Substantial,boeing,767,2,Turbo Fan,0,21,1,79,vmc,Unknown,2015,10,3,boeing,commercial,101,0.0,0.9900990099009901
Accident,2015-10-31,Destroyed,airbus,a321,2,Turbo Fan,224,0,0,0,unk,Unknown,2015,10,5,airbus,commercial,224,100.0,0.0
Accident,2015-10-31,Substantial,piper,pa 28-140,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,10,5,piper,private,1,0.0,0.0
Accident,2015-11-01,Substantial,gulfstream,g1159,2,Turbo Fan,0,0,0,26,unk,Unknown,2015,11,6,gulfstream,private,26,0.0,0.0
Incident,2015-11-02,Minor,boeing,737,2,Turbo Fan,0,0,0,185,unk,Unknown,2015,11,0,boeing,commercial,185,0.0,0.0
Accident,2015-11-02,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,0,cessna,private,1,0.0,0.0
Accident,2015-11-02,Unknown,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,11,0,boeing,commercial,0,,
Accident,2015-11-03,Substantial,boeing,737,2,Turbo Fan,0,0,0,121,unk,Unknown,2015,11,1,boeing,commercial,121,0.0,0.0
Accident,2015-11-03,Substantial,piper,pa 18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,1,piper,private,2,0.0,0.0
Accident,2015-11-03,Substantial,cessna,208b,1,Turbo Prop,0,0,0,9,vmc,Unknown,2015,11,1,cessna,private,9,0.0,0.0
Accident,2015-11-04,Substantial,cessna,180,1,Reciprocating,0,3,1,0,vmc,Unknown,2015,11,2,cessna,private,4,0.0,25.0
Accident,2015-11-05,Destroyed,piper,pa 28-180,1,Reciprocating,3,0,0,0,imc,Unknown,2015,11,3,piper,private,3,100.0,0.0
Accident,2015-11-05,Substantial,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,3,cessna,private,1,0.0,0.0
Accident,2015-11-06,Substantial,cessna,120,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,11,4,cessna,private,1,0.0,100.0
Accident,2015-11-06,Destroyed,cessna,310,1,Reciprocating,1,0,0,0,unk,Unknown,2015,11,4,cessna,private,1,100.0,0.0
Accident,2015-11-06,Substantial,cessna,p210,1,Turbo Prop,0,0,0,2,vmc,Unknown,2015,11,4,cessna,private,2,0.0,0.0
Accident,2015-11-06,Substantial,cessna,525,2,Turbo Fan,0,0,0,3,vmc,Unknown,2015,11,4,cessna,private,3,0.0,0.0
Accident,2015-11-07,Unknown,boeing,787,2,Turbo Fan,0,0,1,220,imc,Unknown,2015,11,5,boeing,commercial,221,0.0,0.4524886877828055
Accident,2015-11-07,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,5,cessna,private,2,0.0,0.0
Accident,2015-11-08,Substantial,cessna,172s,1,Reciprocating,0,1,0,3,vmc,Unknown,2015,11,6,cessna,private,4,0.0,0.0
Accident,2015-11-09,Destroyed,cessna,441,2,Turbo Prop,2,0,0,0,imc,Unknown,2015,11,0,cessna,private,2,100.0,0.0
Accident,2015-11-09,Substantial,cessna,172g,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,0,cessna,private,2,0.0,0.0
Accident,2015-11-09,Substantial,cessna,172m,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,0,cessna,private,1,0.0,0.0
Accident,2015-11-10,Destroyed,cessna,650,2,Turbo Fan,4,0,0,0,unk,Unknown,2015,11,1,cessna,private,4,100.0,0.0
Accident,2015-11-10,Destroyed,cessna,182,1,Reciprocating,2,0,0,0,unk,Unknown,2015,11,1,cessna,private,2,100.0,0.0
Accident,2015-11-11,Substantial,cessna,182q,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,11,2,cessna,private,1,100.0,0.0
Accident,2015-11-11,Substantial,cessna,208b,2,Turbo Prop,0,0,0,10,imc,Unknown,2015,11,2,cessna,private,10,0.0,0.0
Accident,2015-11-13,Substantial,beech,a36,1,Reciprocating,0,0,2,0,vmc,Unknown,2015,11,4,beechcraft,private,2,0.0,100.0
Accident,2015-11-13,Substantial,cessna,182q,1,Reciprocating,0,0,0,4,vmc,Unknown,2015,11,4,cessna,private,4,0.0,0.0
Accident,2015-11-14,Destroyed,piper,pa 46 350p,1,Reciprocating,4,0,0,0,unk,Unknown,2015,11,5,piper,private,4,100.0,0.0
Accident,2015-11-14,Substantial,cessna,172n,1,Reciprocating,0,2,1,0,unk,Unknown,2015,11,5,cessna,private,3,0.0,33.33333333333333
Accident,2015-11-14,Substantial,cessna,177,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,5,cessna,private,2,0.0,0.0
Accident,2015-11-15,Minor,piper,j3c,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,6,piper,private,2,0.0,0.0
Accident,2015-11-16,Destroyed,cessna,182g,1,Reciprocating,3,0,0,0,imc,Unknown,2015,11,0,cessna,private,3,100.0,0.0
Accident,2015-11-16,Substantial,cessna,172r,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,0,cessna,private,2,0.0,0.0
Accident,2015-11-17,Substantial,piper,pa 31-350,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,1,piper,private,1,0.0,0.0
Accident,2015-11-17,Destroyed,cessna,402b,2,Reciprocating,2,0,8,0,vmc,Unknown,2015,11,1,cessna,private,10,20.0,80.0
Accident,2015-11-19,Substantial,cessna,t210n,1,Reciprocating,0,0,1,0,vmc,Unknown,2015,11,3,cessna,private,1,0.0,100.0
Accident,2015-11-19,Substantial,cessna,210,1,Turbo Prop,0,0,0,3,vmc,Unknown,2015,11,3,cessna,private,3,0.0,0.0
Accident,2015-11-19,Destroyed,beech,f33a,1,Reciprocating,2,0,0,0,imc,Unknown,2015,11,3,beechcraft,private,2,100.0,0.0
Accident,2015-11-20,Destroyed,beech,a36tc,1,Reciprocating,2,0,0,0,vmc,Unknown,2015,11,4,beechcraft,private,2,100.0,0.0
Accident,2015-11-20,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,4,cessna,private,1,0.0,0.0
Accident,2015-11-21,Destroyed,piper,pa31,2,Reciprocating,0,0,0,0,unk,Unknown,2015,11,5,piper,private,0,,
Accident,2015-11-22,Substantial,beech,56,2,Reciprocating,0,0,0,6,vmc,Unknown,2015,11,6,beechcraft,private,6,0.0,0.0
Accident,2015-11-22,Substantial,beech,95 b55,2,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,6,beechcraft,private,1,0.0,0.0
Accident,2015-11-22,Substantial,boeing,737,2,Turbo Fan,0,0,0,160,imc,Unknown,2015,11,6,boeing,commercial,160,0.0,0.0
Accident,2015-11-22,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,6,cessna,private,2,0.0,0.0
Accident,2015-11-23,Unknown,airbus industrie,a319 112,2,Turbo Fan,0,1,1,3,vmc,Unknown,2015,11,0,airbus,commercial,5,0.0,20.0
Accident,2015-11-24,Substantial,piper,pa28,1,Reciprocating,0,1,1,0,vmc,Unknown,2015,11,1,piper,private,2,0.0,50.0
Accident,2015-11-24,Substantial,cessna,182d,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,1,cessna,private,1,0.0,0.0
Accident,2015-11-24,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,1,cessna,private,1,0.0,0.0
Accident,2015-11-24,Substantial,cessna,305a,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,11,1,cessna,private,2,0.0,0.0
Accident,2015-11-25,Substantial,piper,pa 28-140,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,11,2,piper,private,2,0.0,0.0
Accident,2015-11-27,Substantial,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,11,4,boeing,commercial,0,,
Accident,2015-11-27,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,4,cessna,private,1,0.0,0.0
Accident,2015-11-28,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,11,5,cessna,private,1,0.0,0.0
Accident,2015-11-29,Unknown,boeing,737 7h4,2,Turbo Fan,0,0,1,147,imc,Unknown,2015,11,6,boeing,commercial,148,0.0,0.6756756756756757
Accident,2015-11-29,Substantial,cessna,t210n,1,Reciprocating,0,4,0,0,vmc,Unknown,2015,11,6,cessna,private,4,0.0,0.0
Accident,2015-11-29,Substantial,cessna,560,2,Turbo Fan,0,0,0,2,unk,Unknown,2015,11,6,cessna,private,2,0.0,0.0
Accident,2015-12-01,Substantial,piper,pa-32,1,Reciprocating,0,0,3,0,vmc,Unknown,2015,12,1,piper,private,3,0.0,100.0
Accident,2015-12-03,Destroyed,piper,pa28r,1,Reciprocating,1,0,0,0,unk,Unknown,2015,12,3,piper,private,1,100.0,0.0
Accident,2015-12-03,Substantial,piper,pa 46-350p,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,3,piper,private,2,0.0,0.0
Accident,2015-12-03,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,12,3,cessna,private,1,0.0,0.0
Incident,2015-12-03,Unknown,boeing,737,2,Turbo Fan,0,0,0,180,unk,Unknown,2015,12,3,boeing,commercial,180,0.0,0.0
Accident,2015-12-04,Substantial,beech,d35,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,12,4,beechcraft,private,1,0.0,0.0
Accident,2015-12-04,Substantial,piper,pa-24,1,Reciprocating,0,1,0,1,vmc,Unknown,2015,12,4,piper,private,2,0.0,0.0
Incident,2015-12-06,Minor,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,12,6,boeing,commercial,0,,
Accident,2015-12-06,Substantial,piper,pa 28-181,1,Reciprocating,0,2,0,0,imc,Unknown,2015,12,6,piper,private,2,0.0,0.0
Incident,2015-12-06,Minor,boeing,777 223,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,12,6,boeing,commercial,0,,
Accident,2015-12-06,Destroyed,cessna,182c,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,12,6,cessna,private,1,100.0,0.0
Accident,2015-12-06,Destroyed,embraer,emb720,1,Reciprocating,3,0,0,0,unk,Unknown,2015,12,6,embraer,commercial,3,100.0,0.0
Accident,2015-12-07,Substantial,cessna,140,1,Reciprocating,2,0,0,0,imc,Unknown,2015,12,0,cessna,private,2,100.0,0.0
Incident,2015-12-08,Minor,cessna aircraft co,lc41-550fg,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,1,cessna,private,2,0.0,0.0
Accident,2015-12-10,Substantial,piper,pa46 500tp,1,Turbo Prop,1,0,0,0,vmc,Unknown,2015,12,3,piper,private,1,100.0,0.0
Accident,2015-12-10,Unknown,airbus,a319 115,2,Turbo Fan,0,0,1,5,imc,Unknown,2015,12,3,airbus,commercial,6,0.0,16.666666666666664
Accident,2015-12-10,Substantial,cessna,172,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,12,3,cessna,private,2,0.0,0.0
Accident,2015-12-10,Substantial,hawker beechcraft corp,390,2,Turbo Fan,0,0,0,7,vmc,Unknown,2015,12,3,beechcraft,private,7,0.0,0.0
Accident,2015-12-11,Destroyed,beech,a36,1,Reciprocating,3,0,0,0,vmc,Unknown,2015,12,4,beechcraft,private,3,100.0,0.0
Accident,2015-12-11,Substantial,piper,pa 28,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,4,piper,private,2,0.0,0.0
Accident,2015-12-11,Substantial,cessna,208b,1,Turbo Prop,1,0,0,0,unk,Unknown,2015,12,4,cessna,private,1,100.0,0.0
Incident,2015-12-11,Unknown,airbus,a319,2,Turbo Fan,0,0,0,0,unk,Unknown,2015,12,4,airbus,commercial,0,,
Accident,2015-12-12,Substantial,piper,pa 31,2,Reciprocating,0,0,0,3,vmc,Unknown,2015,12,5,piper,private,3,0.0,0.0
Accident,2015-12-12,Unknown,boeing,777 223,2,Turbo Fan,0,0,1,12,unk,Unknown,2015,12,5,boeing,commercial,13,0.0,7.6923076923076925
Accident,2015-12-13,Destroyed,hawker beech,a36tc,1,Reciprocating,4,0,0,0,imc,Unknown,2015,12,6,beechcraft,private,4,100.0,0.0
Accident,2015-12-13,Substantial,cessna,310,2,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,6,cessna,private,2,0.0,0.0
Accident,2015-12-15,Substantial,boeing,737 3h4,2,Turbo Fan,0,0,0,138,vmc,Unknown,2015,12,1,boeing,commercial,138,0.0,0.0
Accident,2015-12-15,Substantial,piper,pa-32,1,Reciprocating,0,2,0,0,vmc,Unknown,2015,12,1,piper,private,2,0.0,0.0
Accident,2015-12-16,Destroyed,cessna,182,1,Reciprocating,0,0,0,0,unk,Unknown,2015,12,2,cessna,private,0,,
Accident,2015-12-19,Destroyed,piper,pa 32rt-300t,1,Reciprocating,5,0,0,0,vmc,Unknown,2015,12,5,piper,private,5,100.0,0.0
Incident,2015-12-19,Unknown,boeing,737,2,Turbo Fan,0,0,0,153,vmc,Unknown,2015,12,5,boeing,commercial,153,0.0,0.0
Accident,2015-12-19,Substantial,cessna,182j,1,Reciprocating,0,1,1,0,vmc,Unknown,2015,12,5,cessna,private,2,0.0,50.0
Accident,2015-12-20,Destroyed,beech,c24r,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,12,6,beechcraft,private,1,100.0,0.0
Accident,2015-12-20,Substantial,piper,pa22,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,12,6,piper,private,1,0.0,0.0
Incident,2015-12-21,Unknown,boeing,787,2,Turbo Fan,0,0,0,302,unk,Unknown,2015,12,0,boeing,commercial,302,0.0,0.0
Accident,2015-12-21,Substantial,piper,pa 18a,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,0,piper,private,2,0.0,0.0
Accident,2015-12-22,Destroyed,piper,pa32r,1,Reciprocating,1,0,0,0,imc,Unknown,2015,12,1,piper,private,1,100.0,0.0
Accident,2015-12-22,Substantial,beech,a36,1,Reciprocating,0,0,4,0,imc,Unknown,2015,12,1,beechcraft,private,4,0.0,100.0
Accident,2015-12-22,Substantial,beech,200,2,Turbo Prop,10,0,0,0,unk,Unknown,2015,12,1,beechcraft,private,10,100.0,0.0
Accident,2015-12-23,Substantial,beech,v35b,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,12,2,beechcraft,private,1,0.0,0.0
Incident,2015-12-23,Unknown,boeing,737,2,Turbo Fan,0,0,0,158,unk,Unknown,2015,12,2,boeing,commercial,158,0.0,0.0
Accident,2015-12-23,Unknown,boeing,737 7h4,2,Turbo Fan,0,0,1,141,imc,Unknown,2015,12,2,boeing,commercial,142,0.0,0.7042253521126761
Accident,2015-12-24,Substantial,piper aircraft inc,pa-46,1,Turbo Prop,0,2,2,0,vmc,Unknown,2015,12,3,piper,private,4,0.0,50.0
Accident,2015-12-26,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2015,12,5,cessna,private,1,0.0,0.0
Accident,2015-12-26,Unknown,boeing,737 76n,2,Turbo Fan,0,0,1,147,vmc,Unknown,2015,12,5,boeing,commercial,148,0.0,0.6756756756756757
Accident,2015-12-28,Substantial,cessna,177,1,Reciprocating,0,0,0,3,vmc,Unknown,2015,12,0,cessna,private,3,0.0,0.0
Accident,2015-12-28,Substantial,piper,pa 46,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,0,piper,private,2,0.0,0.0
Accident,2015-12-29,Destroyed,cessna,172,1,Reciprocating,1,0,0,0,vmc,Unknown,2015,12,1,cessna,private,1,100.0,0.0
Incident,2015-12-29,Minor,cessna,172rg,1,Reciprocating,0,0,0,2,unk,Unknown,2015,12,1,cessna,private,2,0.0,0.0
Accident,2015-12-30,Substantial,beech,200,2,Turbo Prop,0,0,0,9,vmc,Unknown,2015,12,2,beechcraft,private,9,0.0,0.0
Accident,2015-12-30,Substantial,piper,pa 28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2015,12,2,piper,private,2,0.0,0.0
Accident,2015-12-31,Destroyed,piper,28-140,1,Reciprocating,0,1,1,0,vmc,Unknown,2015,12,3,piper,private,2,0.0,50.0
Incident,2015-12-31,Unknown,boeing,777-333er,2,Unknown,0,0,0,0,unk,Unknown,2015,12,3,boeing,commercial,0,,
Accident,2016-01-01,Substantial,piper,pa34,2,Reciprocating,0,0,0,1,unk,Unknown,2016,1,4,piper,private,1,0.0,0.0
Accident,2016-01-01,Substantial,piper,pa18,1,Reciprocating,0,0,0,1,vmc,Unknown,2016,1,4,piper,private,1,0.0,0.0
Accident,2016-01-02,Substantial,cessna,208b,1,Turbo Prop,0,3,5,0,vmc,Unknown,2016,1,5,cessna,private,8,0.0,62.5
Accident,2016-01-02,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2016,1,5,cessna,private,1,0.0,0.0
Accident,2016-01-03,Substantial,cessna,170b,1,Reciprocating,0,0,0,2,vmc,Unknown,2016,1,6,cessna,private,2,0.0,0.0
Accident,2016-01-03,Unknown,embraer,erj 170 100 se,2,Turbo Fan,0,0,1,71,vmc,Unknown,2016,1,6,embraer,commercial,72,0.0,1.3888888888888888
Accident,2016-01-03,Destroyed,beech,c90,2,Turbo Prop,2,0,0,0,imc,Unknown,2016,1,6,beechcraft,private,2,100.0,0.0
Accident,2016-01-04,Substantial,cessna,172n,1,Reciprocating,1,0,0,0,unk,Unknown,2016,1,0,cessna,private,1,100.0,0.0
Accident,2016-01-04,Substantial,beech,200,2,Turbo Prop,0,0,0,1,vmc,Unknown,2016,1,0,beechcraft,private,1,0.0,0.0
Accident,2016-01-05,Substantial,beech,35 c33,1,Reciprocating,0,0,0,2,vmc,Unknown,2016,1,1,beechcraft,private,2,0.0,0.0
Accident,2016-01-05,Substantial,cessna,175,1,Reciprocating,0,0,0,1,vmc,Unknown,2016,1,1,cessna,private,1,0.0,0.0
Accident,2016-01-05,Substantial,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2016,1,1,cessna,private,1,0.0,0.0
Incident,2016-01-07,Unknown,boeing,737,2,Turbo Fan,0,0,0,116,unk,Unknown,2016,1,3,boeing,commercial,116,0.0,0.0
Accident,2016-01-07,Destroyed,cessna aircraft,t188,1,Reciprocating,2,0,0,0,unk,Unknown,2016,1,3,cessna,private,2,100.0,0.0
Incident,2016-01-07,Unknown,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2016,1,3,boeing,commercial,0,,
Accident,2016-01-08,Destroyed,bombardier,cl600 2b19,2,Turbo Fan,2,0,0,0,unk,Unknown,2016,1,4,bombardier,commercial,2,100.0,0.0
