investigation_type,event_date,aircraft_damage,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,make_top,make_type,total_onboard,fatal_percentage,minor_injuries_percentage
Accident,2008-10-17,Destroyed,cessna,402,2,Reciprocating,3,0,0,0,vmc,Unknown,2008,10,4,cessna,private,3,100.0,0.0
Accident,2008-10-18,Substantial,piper,pa-36-285,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,10,5,piper,private,1,0.0,100.0
Accident,2008-10-18,Substantial,beech,a36,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,5,beechcraft,private,1,0.0,0.0
Incident,2008-10-18,Minor,boeing,737,2,Turbo Fan,0,0,0,189,unk,Unknown,2008,10,5,boeing,commercial,189,0.0,0.0
Accident,2008-10-19,Substantial,piper,l-4,1,Reciprocating,0,0,0,7,vmc,Unknown,2008,10,6,piper,private,7,0.0,0.0
Accident,2008-10-19,Substantial,cessna,a185f,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,6,cessna,private,1,0.0,0.0
Accident,2008-10-19,Substantial,piper,pa-20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,6,piper,private,1,0.0,0.0
Accident,2008-10-19,Substantial,cessna,180,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,10,6,cessna,private,2,0.0,0.0
Accident,2008-10-19,Substantial,beech,f33a,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,10,6,beechcraft,private,2,0.0,0.0
Accident,2008-10-20,Substantial,airbus,320,2,Turbo Fan,0,0,0,162,vmc,Unknown,2008,10,0,airbus,commercial,162,0.0,0.0
Accident,2008-10-21,Destroyed,cessna,310,2,Reciprocating,5,0,0,0,unk,Unknown,2008,10,1,cessna,private,5,100.0,0.0
Accident,2008-10-22,Substantial,cessna,180,1,Reciprocating,0,0,0,6,vmc,Unknown,2008,10,2,cessna,private,6,0.0,0.0
Accident,2008-10-22,Substantial,cessna,175a,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,10,2,cessna,private,1,0.0,100.0
Accident,2008-10-23,Substantial,cessna,172a,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,10,3,cessna,private,2,0.0,0.0
Accident,2008-10-24,Destroyed,cessna,172,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,10,4,cessna,private,1,0.0,100.0
Accident,2008-10-24,Substantial,piper,pa-30,2,Reciprocating,1,0,0,0,imc,Unknown,2008,10,4,piper,private,1,100.0,0.0
Accident,2008-10-24,Substantial,hawker-beechcraft,100,2,Reciprocating,1,0,0,0,vmc,Unknown,2008,10,4,beechcraft,private,1,100.0,0.0
Accident,2008-10-24,Destroyed,piper,pa-24,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,10,4,piper,private,2,100.0,0.0
Accident,2008-10-24,Destroyed,cessna,402c,2,Reciprocating,5,0,0,0,vmc,Unknown,2008,10,4,cessna,private,5,100.0,0.0
Accident,2008-10-24,Substantial,piper,pa-32r,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,4,piper,private,1,0.0,0.0
Accident,2008-10-24,Substantial,cessna,172h,1,Reciprocating,0,0,1,3,vmc,Unknown,2008,10,4,cessna,private,4,0.0,25.0
Accident,2008-10-24,Substantial,cessna,170a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,4,cessna,private,1,0.0,0.0
Accident,2008-10-24,Substantial,piper,pa-34-200t,2,Reciprocating,0,0,0,4,imc,Unknown,2008,10,4,piper,private,4,0.0,0.0
Accident,2008-10-25,Substantial,cessna,172,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,10,5,cessna,private,4,0.0,0.0
Accident,2008-10-26,Substantial,cessna,180,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,6,cessna,private,1,0.0,0.0
Accident,2008-10-26,Destroyed,cessna,r172e,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,10,6,cessna,private,1,0.0,100.0
Accident,2008-10-26,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,10,6,cessna,private,2,0.0,0.0
Accident,2008-10-27,Substantial,cessna,172h,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,10,0,cessna,private,1,0.0,0.0
Incident,2008-10-27,Substantial,boeing,747,4,Turbo Fan,0,0,0,6,unk,Unknown,2008,10,0,boeing,commercial,6,0.0,0.0
Accident,2008-10-28,Substantial,piper,pa-34,2,Reciprocating,4,0,3,0,unk,Unknown,2008,10,1,piper,private,7,57.14285714285714,42.857142857142854
Incident,2008-10-28,Minor,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2008,10,1,boeing,commercial,0,,
Accident,2008-10-29,Substantial,cessna,p206,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,10,2,cessna,private,2,100.0,0.0
Accident,2008-10-29,Destroyed,cessna,175,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,10,2,cessna,private,1,100.0,0.0
Accident,2008-10-30,Substantial,cessna,421c,2,Reciprocating,0,0,0,5,vmc,Unknown,2008,10,3,cessna,private,5,0.0,0.0
Accident,2008-10-31,Substantial,piper,pa-38-112,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,10,4,piper,private,2,0.0,0.0
Accident,2008-11-01,Substantial,piper,pa-32-260,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,11,5,piper,private,2,0.0,0.0
Accident,2008-11-01,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,5,cessna,private,1,0.0,0.0
Accident,2008-11-01,Substantial,piper,pa-22-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,5,piper,private,1,0.0,0.0
Accident,2008-11-01,Unknown,beech,65a90,2,Turbo Prop,3,0,0,0,unk,Unknown,2008,11,5,beechcraft,private,3,100.0,0.0
Accident,2008-11-01,Substantial,piper,pa-44-180,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,piper,private,2,0.0,0.0
Accident,2008-11-02,Substantial,piper,pa-22-135,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,6,piper,private,1,0.0,0.0
Accident,2008-11-02,Substantial,piper,pa18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,6,piper,private,2,0.0,0.0
Accident,2008-11-02,Substantial,piper,34-200t,2,Reciprocating,3,0,0,0,imc,Unknown,2008,11,6,piper,private,3,100.0,0.0
Accident,2008-11-03,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,0,cessna,private,1,0.0,0.0
Accident,2008-11-04,Destroyed,beech,200,2,Turbo Prop,1,0,0,0,vmc,Unknown,2008,11,1,beechcraft,private,1,100.0,0.0
Accident,2008-11-05,Substantial,beech,35-c33,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,2,beechcraft,private,1,0.0,0.0
Accident,2008-11-05,Substantial,cessna,172f,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,2,cessna,private,1,0.0,0.0
Accident,2008-11-07,Unknown,cessna,172,1,Reciprocating,0,0,1,1,vmc,Unknown,2008,11,4,cessna,private,2,0.0,50.0
Incident,2008-11-07,Minor,boeing,737-700,2,Turbo Fan,0,0,0,51,vmc,Unknown,2008,11,4,boeing,commercial,51,0.0,0.0
Accident,2008-11-07,Substantial,piper,pa31-350,2,Reciprocating,4,0,0,0,unk,Unknown,2008,11,4,piper,private,4,100.0,0.0
Accident,2008-11-08,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,cessna,private,2,0.0,0.0
Accident,2008-11-08,Substantial,piper,pa-28-140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,piper,private,2,0.0,0.0
Accident,2008-11-09,Destroyed,piper,pa-32s-300,1,Reciprocating,4,0,0,0,imc,Unknown,2008,11,6,piper,private,4,100.0,0.0
Incident,2008-11-09,Minor,cessna,t210n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,6,cessna,private,1,0.0,0.0
Accident,2008-11-09,Substantial,cessna,172rg,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,6,cessna,private,1,0.0,0.0
Accident,2008-11-10,Substantial,cessna,305a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,0,cessna,private,1,0.0,0.0
Accident,2008-11-10,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,0,cessna,private,1,0.0,0.0
Accident,2008-11-11,Substantial,cessna,177rg,1,Reciprocating,1,0,0,0,imc,Unknown,2008,11,1,cessna,private,1,100.0,0.0
Accident,2008-11-11,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,1,cessna,private,1,0.0,0.0
Accident,2008-11-11,Substantial,cessna,182m,1,Reciprocating,1,0,0,0,unk,Unknown,2008,11,1,cessna,private,1,100.0,0.0
Accident,2008-11-12,Substantial,cessna,680,2,Turbo Fan,0,0,0,2,vmc,Unknown,2008,11,2,cessna,private,2,0.0,0.0
Accident,2008-11-12,Substantial,cessna,182s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,2,cessna,private,1,0.0,0.0
Accident,2008-11-13,Destroyed,piper,pa-32-260,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,11,3,piper,private,3,100.0,0.0
Accident,2008-11-13,Substantial,piper,pa-28-140,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,11,3,piper,private,4,0.0,0.0
Accident,2008-11-13,Substantial,bombardier inc,cl-600-2b19,2,Turbo Fan,0,0,0,20,imc,Unknown,2008,11,3,bombardier,commercial,20,0.0,0.0
Accident,2008-11-14,Minor,cessna,152,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,11,4,cessna,private,4,0.0,0.0
Accident,2008-11-14,Substantial,cessna,207,1,Reciprocating,0,1,0,1,imc,Unknown,2008,11,4,cessna,private,2,0.0,0.0
Accident,2008-11-14,Substantial,piper,pa-22-108,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,4,piper,private,1,0.0,0.0
Accident,2008-11-14,Substantial,cessna,172i,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,4,cessna,private,1,0.0,0.0
Accident,2008-11-14,Substantial,beech,k35,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,4,beechcraft,private,2,0.0,0.0
Accident,2008-11-16,Substantial,cessna,182,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,11,6,cessna,private,2,0.0,0.0
Accident,2008-11-16,Unknown,cessna,152,1,Reciprocating,1,0,0,1,vmc,Unknown,2008,11,6,cessna,private,2,50.0,0.0
Accident,2008-11-16,Substantial,piper,pa-18,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,6,piper,private,1,0.0,0.0
Accident,2008-11-16,Substantial,piper,pa-28-140,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,11,6,piper,private,2,0.0,0.0
Accident,2008-11-17,Substantial,piper,pa-38-112,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,11,0,piper,private,2,100.0,0.0
Accident,2008-11-17,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,0,cessna,private,1,0.0,0.0
Accident,2008-11-18,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,1,piper,private,2,0.0,0.0
Accident,2008-11-18,Substantial,piper,pa46,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,11,1,piper,private,3,0.0,0.0
Accident,2008-11-19,Substantial,cessna,172s,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,11,2,cessna,private,2,0.0,0.0
Accident,2008-11-19,Substantial,cessna,172rg,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,2,cessna,private,1,0.0,0.0
Accident,2008-11-20,Substantial,beech,e35,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,3,beechcraft,private,1,0.0,0.0
Accident,2008-11-21,Substantial,cessna,170b,1,Reciprocating,1,0,2,0,vmc,Unknown,2008,11,4,cessna,private,3,33.33333333333333,66.66666666666666
Accident,2008-11-21,Substantial,piper,aerostar 6,2,Reciprocating,0,0,0,3,vmc,Unknown,2008,11,4,piper,private,3,0.0,0.0
Accident,2008-11-22,Substantial,cessna,t210m,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,5,cessna,private,1,0.0,0.0
Accident,2008-11-22,Substantial,cessna,150f,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,cessna,private,2,0.0,0.0
Accident,2008-11-23,Destroyed,piper,pa46-500tp,1,Turbo Prop,3,0,0,0,vmc,Unknown,2008,11,6,piper,private,3,100.0,0.0
Accident,2008-11-23,Substantial,beech,v35,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,11,6,beechcraft,private,4,0.0,0.0
Accident,2008-11-23,Destroyed,beech,a100,2,Turbo Prop,0,5,0,0,vmc,Unknown,2008,11,6,beechcraft,private,5,0.0,0.0
Accident,2008-11-24,Substantial,piper,pa-30,2,Reciprocating,0,1,0,1,vmc,Unknown,2008,11,0,piper,private,2,0.0,0.0
Accident,2008-11-24,Destroyed,beech,95-b55 (t4,2,Reciprocating,3,0,0,0,imc,Unknown,2008,11,0,beechcraft,private,3,100.0,0.0
Accident,2008-11-24,Substantial,dassault-breguet,falcon 50,3,Turbo Jet,0,0,0,5,vmc,Unknown,2008,11,0,dassault,private,5,0.0,0.0
Accident,2008-11-26,Substantial,piper,pa-28-180,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,11,2,piper,private,2,0.0,50.0
Incident,2008-11-26,Unknown,boeing,777,2,Turbo Fan,0,0,0,263,vmc,Unknown,2008,11,2,boeing,commercial,263,0.0,0.0
Accident,2008-11-26,Substantial,cessna,172s,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,2,cessna,private,2,0.0,0.0
Accident,2008-11-27,Destroyed,airbus,a320,2,Turbo Fan,7,0,0,0,unk,Unknown,2008,11,3,airbus,commercial,7,100.0,0.0
Accident,2008-11-27,Substantial,cessna,172i,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,3,cessna,private,1,0.0,0.0
Accident,2008-11-28,Destroyed,beech,58,2,Reciprocating,4,0,2,0,vmc,Unknown,2008,11,4,beechcraft,private,6,66.66666666666666,33.33333333333333
Accident,2008-11-28,Substantial,cessna,182,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,11,4,cessna,private,4,0.0,0.0
Accident,2008-11-29,Substantial,beech,b60,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,beechcraft,private,2,0.0,0.0
Accident,2008-11-29,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,11,5,cessna,private,2,0.0,0.0
Accident,2008-11-30,Substantial,piper,pa-15,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,11,6,piper,private,1,0.0,0.0
Accident,2008-11-30,Destroyed,beech,35-b33,1,Reciprocating,2,0,0,0,imc,Unknown,2008,11,6,beechcraft,private,2,100.0,0.0
Accident,2008-12-01,Substantial,beech,a36,1,Reciprocating,1,2,0,0,imc,Unknown,2008,12,0,beechcraft,private,3,33.33333333333333,0.0
Accident,2008-12-01,Substantial,piper,pa-32r-300,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,12,0,piper,private,3,0.0,0.0
Accident,2008-12-02,Substantial,cessna,172rg,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,1,cessna,private,1,0.0,0.0
Accident,2008-12-05,Substantial,cessna,a185f,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,4,cessna,private,1,0.0,0.0
Accident,2008-12-05,Substantial,piper,pa-28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,4,piper,private,1,0.0,0.0
Accident,2008-12-05,Substantial,cessna,150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,4,cessna,private,1,0.0,0.0
Accident,2008-12-06,Substantial,piper,pa-44-180,2,Reciprocating,4,0,0,0,vmc,Unknown,2008,12,5,piper,private,4,100.0,0.0
Accident,2008-12-06,Destroyed,cessna,206h,1,Reciprocating,1,0,0,0,imc,Unknown,2008,12,5,cessna,private,1,100.0,0.0
Accident,2008-12-06,Substantial,piper,pa-28-161,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,5,piper,private,1,0.0,0.0
Accident,2008-12-07,Substantial,cessna,208,1,Turbo Prop,0,1,0,12,vmc,Unknown,2008,12,6,cessna,private,13,0.0,0.0
Accident,2008-12-08,Substantial,beech,c23,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,12,0,beechcraft,private,3,0.0,0.0
Accident,2008-12-09,Substantial,mitsubishi,mu-2b-60,2,Turbo Prop,0,1,0,0,vmc,Unknown,2008,12,1,mitsubishi,commercial,1,0.0,0.0
Accident,2008-12-10,Substantial,cessna,172,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,12,2,cessna,private,1,100.0,0.0
Incident,2008-12-11,Minor,cessna,402c,2,Reciprocating,0,0,0,4,vmc,Unknown,2008,12,3,cessna,private,4,0.0,0.0
Incident,2008-12-11,Minor,embraer,emb145,2,Turbo Fan,0,0,0,25,unk,Unknown,2008,12,3,embraer,commercial,25,0.0,0.0
Accident,2008-12-12,Substantial,piper,pa-28-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,4,piper,private,1,0.0,0.0
Incident,2008-12-12,Minor,cessna,182,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,4,cessna,private,2,0.0,0.0
Accident,2008-12-14,Substantial,beech,c90,2,Turbo Prop,1,0,0,0,vmc,Unknown,2008,12,6,beechcraft,private,1,100.0,0.0
Accident,2008-12-14,Substantial,bombardier,cl-600-2b16,2,Turbo Fan,0,0,0,3,vmc,Unknown,2008,12,6,bombardier,commercial,3,0.0,0.0
Accident,2008-12-14,Destroyed,piper,pa46,1,Reciprocating,2,0,0,0,imc,Unknown,2008,12,6,piper,private,2,100.0,0.0
Incident,2008-12-14,Minor,bombardier,cl-600-2b19,2,Turbo Fan,0,0,0,3,vmc,Unknown,2008,12,6,bombardier,commercial,3,0.0,0.0
Incident,2008-12-16,Minor,bombardier,cl-600-2c10,2,Turbo Fan,0,0,0,32,vmc,Unknown,2008,12,1,bombardier,commercial,32,0.0,0.0
Accident,2008-12-17,Substantial,cessna,140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,cessna,private,2,0.0,0.0
Accident,2008-12-17,Substantial,cessna,402,2,Reciprocating,0,0,0,1,imc,Unknown,2008,12,2,cessna,private,1,0.0,0.0
Accident,2008-12-17,Substantial,cessna,210,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,2,cessna,private,1,0.0,0.0
Accident,2008-12-17,Substantial,piper,pa28,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,piper,private,2,0.0,0.0
Accident,2008-12-18,Destroyed,cessna,172s,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,12,3,cessna,private,1,100.0,0.0
Accident,2008-12-18,Destroyed,piper,pa-31t,2,Turbo Prop,2,0,0,0,unk,Unknown,2008,12,3,piper,private,2,100.0,0.0
Accident,2008-12-18,Substantial,beech,36,1,Reciprocating,1,0,0,0,imc,Unknown,2008,12,3,beechcraft,private,1,100.0,0.0
Accident,2008-12-19,Substantial,piper,pa-28-140,1,Reciprocating,0,0,3,0,vmc,Unknown,2008,12,4,piper,private,3,0.0,100.0
Accident,2008-12-19,Substantial,piper,pa-34-200,2,Reciprocating,0,1,0,2,vmc,Unknown,2008,12,4,piper,private,3,0.0,0.0
Accident,2008-12-19,Destroyed,piper,pa-32r,1,Reciprocating,1,0,0,0,imc,Unknown,2008,12,4,piper,private,1,100.0,0.0
Accident,2008-12-20,Substantial,beech,v35,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,12,5,beechcraft,private,2,100.0,0.0
Accident,2008-12-20,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,5,piper,private,2,0.0,0.0
Incident,2008-12-20,Unknown,boeing,737-4q8,2,Turbo Fan,0,88,0,0,vmc,Unknown,2008,12,5,boeing,commercial,88,0.0,0.0
Accident,2008-12-20,Destroyed,cessna,210,1,Reciprocating,2,0,3,0,vmc,Unknown,2008,12,5,cessna,private,5,40.0,60.0
Accident,2008-12-21,Destroyed,hawker beechcraft,58p,2,Reciprocating,2,0,0,0,vmc,Unknown,2008,12,6,beechcraft,private,2,100.0,0.0
Accident,2008-12-21,Substantial,boeing,737-524,2,Turbo Fan,0,41,6,68,vmc,Unknown,2008,12,6,boeing,commercial,115,0.0,5.217391304347826
Accident,2008-12-21,Substantial,beech,c23,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,12,6,beechcraft,private,2,0.0,100.0
Accident,2008-12-21,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,6,cessna,private,2,0.0,0.0
Accident,2008-12-21,Substantial,cessna,180c,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,6,cessna,private,1,0.0,0.0
Accident,2008-12-21,Substantial,dassault/sud,fan jet,2,Turbo Fan,0,0,0,2,imc,Unknown,2008,12,6,dassault,private,2,0.0,0.0
Accident,2008-12-22,Destroyed,piper,pa-46,1,Reciprocating,2,0,0,0,imc,Unknown,2008,12,0,piper,private,2,100.0,0.0
Accident,2008-12-22,Substantial,piper,pa-46-350p,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,12,0,piper,private,4,0.0,0.0
Accident,2008-12-23,Substantial,beechcraft,390,2,Turbo Fan,0,0,0,4,vmc,Unknown,2008,12,1,beechcraft,private,4,0.0,0.0
Accident,2008-12-23,Substantial,boeing,747-212b,4,Turbo Fan,0,0,0,3,vmc,Unknown,2008,12,1,boeing,commercial,3,0.0,0.0
Incident,2008-12-24,Unknown,boeing,737-890,2,Turbo Jet,0,0,0,141,imc,Unknown,2008,12,2,boeing,commercial,141,0.0,0.0
Accident,2008-12-24,Substantial,cessna,t210l,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,cessna,private,2,0.0,0.0
Accident,2008-12-24,Substantial,beech,95-b55,2,Reciprocating,0,1,1,0,vmc,Unknown,2008,12,2,beechcraft,private,2,0.0,50.0
Accident,2008-12-24,Substantial,cessna,140,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,2,cessna,private,1,0.0,0.0
Accident,2008-12-27,Substantial,cessna,208b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,12,5,cessna,private,1,0.0,0.0
Accident,2008-12-27,Substantial,beech,e18s,2,Reciprocating,0,0,1,0,vmc,Unknown,2008,12,5,beechcraft,private,1,0.0,100.0
Accident,2008-12-27,Unknown,embraer,erj 170-10,2,Turbo Fan,0,0,1,76,vmc,Unknown,2008,12,5,embraer,commercial,77,0.0,1.2987012987012987
Accident,2008-12-27,Substantial,cessna,172r,1,Reciprocating,0,0,0,2,imc,Unknown,2008,12,5,cessna,private,2,0.0,0.0
Accident,2008-12-27,Minor,piper,pa31-350,2,Reciprocating,0,0,0,8,unk,Unknown,2008,12,5,piper,private,8,0.0,0.0
Accident,2008-12-28,Substantial,boeing,757-351,2,Turbo Fan,0,0,0,352,vmc,Unknown,2008,12,6,boeing,commercial,352,0.0,0.0
Accident,2008-12-28,Substantial,piper,pa-28r-201,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,12,6,piper,private,4,0.0,0.0
Accident,2008-12-28,Substantial,cessna,150f,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,12,6,cessna,private,2,0.0,100.0
Accident,2008-12-28,Substantial,cessna,172s,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,6,cessna,private,2,0.0,0.0
Accident,2008-12-29,Substantial,piper,pa-28-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,0,piper,private,2,0.0,0.0
Accident,2008-12-30,Substantial,beech,g35,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,12,1,beechcraft,private,1,0.0,0.0
Accident,2008-12-30,Destroyed,beech,v35,1,Reciprocating,3,0,0,0,imc,Unknown,2008,12,1,beechcraft,private,3,100.0,0.0
Accident,2008-12-31,Substantial,piper,pa-28-140,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,12,2,piper,private,2,50.0,50.0
Accident,2008-12-31,Substantial,cessna,207a,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,cessna,private,2,0.0,0.0
Accident,2008-12-31,Substantial,cessna,180k,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,cessna,private,2,0.0,0.0
Accident,2008-12-31,Substantial,cessna,150m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,12,2,cessna,private,2,0.0,0.0
Accident,2008-12-31,Substantial,cessna,t210m,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,12,2,cessna,private,3,0.0,0.0
Accident,2008-12-31,Substantial,embraer,emb145,2,Turbo Fan,0,0,0,53,imc,Unknown,2008,12,2,embraer,commercial,53,0.0,0.0
Incident,2008-12-31,Unknown,boeing,737,2,Turbo Fan,0,0,0,0,unk,Unknown,2008,12,2,boeing,commercial,0,,
Accident,2009-01-01,Substantial,cessna,172sp,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,3,cessna,private,1,0.0,0.0
Incident,2009-01-02,Minor,boeing,777,2,Turbo Fan,0,0,0,257,unk,Unknown,2009,1,4,boeing,commercial,257,0.0,0.0
Accident,2009-01-03,Substantial,piper,pa-28-151,1,Reciprocating,2,0,0,0,imc,Unknown,2009,1,5,piper,private,2,100.0,0.0
Accident,2009-01-03,Substantial,beech,58,2,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,5,beechcraft,private,2,0.0,0.0
Accident,2009-01-04,Substantial,piper,pa-28-160,1,Reciprocating,1,0,2,0,imc,Unknown,2009,1,6,piper,private,3,33.33333333333333,66.66666666666666
Accident,2009-01-04,Substantial,cessna,550,2,Turbo Fan,0,0,0,7,imc,Unknown,2009,1,6,cessna,private,7,0.0,0.0
Accident,2009-01-05,Destroyed,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,0,cessna,private,1,0.0,0.0
Accident,2009-01-06,Substantial,piper,pa-25-235,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,1,1,piper,private,1,100.0,0.0
Accident,2009-01-06,Substantial,beech,a36tc,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,1,beechcraft,private,2,0.0,0.0
Incident,2009-01-06,Minor,boeing,777,2,Turbo Fan,0,0,0,332,unk,Unknown,2009,1,1,boeing,commercial,332,0.0,0.0
Accident,2009-01-09,Substantial,cessna,172,1,Reciprocating,1,0,0,0,vmc,Unknown,2009,1,4,cessna,private,1,100.0,0.0
Accident,2009-01-10,Substantial,cessna,r172k,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,5,cessna,private,1,0.0,0.0
Accident,2009-01-10,Substantial,cessna,t210l,1,Reciprocating,0,0,0,1,vmc,Unknown,2009,1,5,cessna,private,1,0.0,0.0
Accident,2009-01-10,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,5,piper,private,2,0.0,0.0
Accident,2009-01-10,Substantial,cessna,172rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2009,1,5,cessna,private,2,0.0,0.0
Incident,2009-01-10,Minor,piper,pa28r,1,Reciprocating,0,0,0,2,unk,Unknown,2009,1,5,piper,private,2,0.0,0.0
Accident,2009-01-11,Substantial,cessna,150l,1,Reciprocating,0,1,0,1,vmc,Unknown,2009,1,6,cessna,private,2,0.0,0.0
